"team_name","model_name","model_abbr","date","methods","data_inputs","methods_long","bayesian","na_input","intervention","machine_learning","compartmental","agent_based","ensemble","human_expert","time_series","JHU_data","NYTimes_data","covidtracking.com_data","USAfacts_data","mobility_data","demography","stats"
"Auquan Data Science","MLOptimizedModifiedSEIR","SEIR",2020-05-19 00:22:14,"Modified SEIR model with compartments for reported and unreported infections. Non-linear mixed effects curve-fitting.",NA,"We start with a standard SEIR model and break down the Infectious compartment(I) into reported infections (Ir) and unreported infections (Iu). People from the Exposed compartment(E) with symptoms go into the reported infections (Ir) compartment. People with mild or no symptoms go into the unreported infections compartment. Both reported infections (Ir) and unreported infections (Iu) contribute to disease spread, but at different rates - a low spread for people quarantined in compartment Ir, and a high spread for, often, asymptomatic people in compartment Iu. This handles the quarantine measures taken by countries to limit the infections. Some people in reported infections (Iu) recover (compartment C) and some die (compartment D) All people in unreported infections (Iu) recover (compartment Cu), there are no mortalities in this compartment. If their symptoms were serious enough they would be reported (and therefore in compartment Ir). We fit our model to reported confirmed cases and reported deaths in a region to estimate beta1 and beta2 for that region. For other parameters, we use estimates from other studies as starting point and learn using hyperparameter optimization that minimizes the error between projected daily deaths and reported daily deaths.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Auquan Data Science","MLOptimizedModifiedSEIR","SEIR",2020-05-18 21:30:26,"Modified SEIR model with compartments for reported and unreported infections. Non-linear mixed effects curve-fitting.",NA,"We start with a standard SEIR model and break down the Infectious compartment(I) into reported infections (Ir) and unreported infections (Iu). People from the Exposed compartment(E) with symptoms go into the reported infections (Ir) compartment. People with mild or no symptoms go into the unreported infections compartment. Both reported infections (Ir) and unreported infections (Iu) contribute to disease spread, but at different rates - a low spread for people quarantined in compartment Ir, and a high spread for, often, asymptomatic people in compartment Iu. This handles the quarantine measures taken by countries to limit the infections. Some people in reported infections (Iu) recover (compartment C) and some die (compartment D) All people in unreported infections (Iu) recover (compartment Cu), there are no mortalities in this compartment. If their symptoms were serious enough they would be reported (and therefore in compartment Ir). We fit our model to reported confirmed cases and reported deaths in a region to estimate beta1 and beta2 for that region. For other parameters, we use estimates from other studies as starting point and learn using hyperparameter optimization that minimizes the error between projected daily deaths and reported daily deaths.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Auquan Data Science","MLOptimizedModifiedSEIR","SEIR",2020-05-18 14:43:31,"45983u59>><@<!Modified SEIR model with compartments for reported and unreported infections. Non-linear mixed effects curve-fitting.",NA,"We start with a standard SEIR model and break down the Infectious compartment(I) into reported infections (Ir) and unreported infections (Iu). People from the Exposed compartment(E) with symptoms go into the reported infections (Ir) compartment. People with mild or no symptoms go into the unreported infections compartment. Both reported infections (Ir) and unreported infections (Iu) contribute to disease spread, but at different rates - a low spread for people quarantined in compartment Ir, and a high spread for, often, asymptomatic people in compartment Iu. This handles the quarantine measures taken by countries to limit the infections. Some people in reported infections (Iu) recover (compartment C) and some die (compartment D) All people in unreported infections (Iu) recover (compartment Cu), there are no mortalities in this compartment. If their symptoms were serious enough they would be reported (and therefore in compartment Ir). We fit our model to reported confirmed cases and reported deaths in a region to estimate beta1 and beta2 for that region. For other parameters, we use estimates from other studies as starting point and learn using hyperparameter optimization that minimizes the error between projected daily deaths and reported daily deaths.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Auquan Data Science","MLOptimizedModifiedSEIR","SEIR",2020-05-05 10:45:48,"Modified SEIR model with compartments for reported and unreported infections. Non-linear mixed effects curve-fitting.",NA,"We start with a standard SEIR model and break down the Infectious compartment(I) into reported infections (Ir) and unreported infections (Iu). People from the Exposed compartment(E) with symptoms go into the reported infections (Ir) compartment. People with mild or no symptoms go into the unreported infections compartment. Both reported infections (Ir) and unreported infections (Iu) contribute to disease spread, but at different rates - a low spread for people quarantined in compartment Ir, and a high spread for, often, asymptomatic people in compartment Iu. This handles the quarantine measures taken by countries to limit the infections. Some people in reported infections (Iu) recover (compartment C) and some die (compartment D) All people in unreported infections (Iu) recover (compartment Cu), there are no mortalities in this compartment. If their symptoms were serious enough they would be reported (and therefore in compartment Ir). We fit our model to reported confirmed cases and reported deaths in a region to estimate beta1 and beta2 for that region. For other parameters, we use estimates from other studies as starting point and learn using hyperparameter optimization that minimizes the error between projected daily deaths and reported daily deaths.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2021-05-30 12:34:59,"Projects infections and deaths using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. To forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Thursday, Friday, Saturday and Sunday forecasts. UPDATE 20-11-08: Corrected undercount calculation approach resulting in an increase in forecasted cases. UPDATE 20-11-29: Adjusted the 20-11-29 forecast by hand in light of under-reporting over the Thanksgiving holiday week. UPDATE 20-12-06: Cleaned up and enhanced a number of things in the RtDriven code. UPDATE 21-01-25: Modified data smoothing. Incorporated temporary immunity. Incorporated vaccinations. UPDATE 21-02-06: Began fine tuning forecast parameters based on national hospitalizations. UPDATE 21-03-21: Began adjusting Rt forecast start values by state. UPDATE 21-05-02: Returned to common algorithmic Rt forecast by states.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2021-04-18 19:39:02,"Projects infections and deaths using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. To forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Thursday, Friday, Saturday and Sunday forecasts. UPDATE 20-11-08: Corrected undercount calculation approach resulting in an increase in forecasted cases. UPDATE 20-11-29: Adjusted the 20-11-29 forecast by hand in light of under-reporting over the Thanksgiving holiday week. UPDATE 20-12-06: Cleaned up and enhanced a number of things in the RtDriven code. UPDATE 21-01-25: Modified data smoothing. Incorporated temporary immunity. Incorporated vaccinations. UPDATE 21-02-06: Began fine tuning forecast parameters based on national hospitalizations. UPDATE 21-03-21: Began adjusting Rt forecast start values by state.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2021-01-25 12:29:40,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. To forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Friday, Saturday and Sunday forecasts. UPDATE 20-11-08: Corrected undercount calculation approach resulting in an increase in forecasted cases. UPDATE 20-11-29: Adjusted the 20-11-29 forecast by hand in light of under-reporting over the Thanksgiving holiday week. UPDATE 20-12-06: Cleaned up and enhanced a number of things in the RtDriven code. UPDATE 21-01-25: Modified data smoothing. Incorporated temporary immunity. Incorporated vaccinations.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-12-07 10:41:15,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. To forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Friday, Saturday and Sunday forecasts. UPDATE 20-11-08: Corrected undercount calculation approach resulting in an increase in forecasted cases. UPDATE 20-11-29: Adjusted the 20-11-29 forecast by hand in light of under-reporting over the Thanksgiving holiday week. UPDATE 20-12-06: Cleaned up and enhanced a number of things in the RtDriven code. These changes are tracking internally as RtDiven 2.0.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-11-09 10:21:18,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. We use the average of these two as the starting point or driver for our projections (new: 20-10-18). For forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Friday, Saturday and Sunday forecasts. UPDATE 20-11-08: Corrected undercount calculation approach resulting in an increase in forecasted cases.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-10-26 13:19:01,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. We use the average of these two as the starting point or driver for our projections (new: 20-10-18). For forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths. UPDATE 20-10-18: Changed Rt forecast from Rt for deaths to the average of Rt for deaths and Rt for cases. UPDATE 20-10-25: Changed from Sunday forecast to the average of Friday, Saturday and Sunday forecasts.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-10-19 11:10:54,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","On our website we present daily projections for infections and deaths for 108 countries, 52 US states/territories,   and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio, Rt. More specifically we run an SIR model using deaths and another using cases resulting in Rt for deaths and Rt for cases. We use the average of these two as the starting point or driver for our projections (new: 20-10-18). For forecast how Rt will change with time, we analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-10-06 19:21:33,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","We make daily projections for infections and deaths for 108 countries, 52 US states/territories, and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio (Rt). We analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-10-06 19:20:42,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","We make daily projections for infections and deaths for 108 countries, 52 US states/territories, and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio (Rt). We analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"BPagano","RtDriven","BPagano-RtDriven",2020-10-06 19:04:00,"Projects infections and deaths for 223 locations using an SIR model.","CSSE at John Hopkins and covidtracking.com","We make daily projections for infections and deaths for 108 countries, 52 US states/territories, and 63 US counties. For the US we calculate mortality rates by US region and time based on the ages of people infected in a given region. We provide the following data as a function of time and place: cumulative and daily confirmed cases, cumulative and daily deaths, confirmed case-based and death-based effective transmission ratios, fraction of populations infected and constant infections transmission ratio, probability of Covid-19 contact, mortality and undercount, and fraction of positive tests. Our projections are driven by the effective transmission ratio (Rt). We analyze Rt change data through the course of the pandemic and apply a model of that characteristic behavior to forecast infections and deaths.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Caltech CS156","CS156","Caltech-CS156",2020-11-02 13:50:24,"Aggregate of 14 machine learning (neural network, autoregressive, decision tree, etc.) and epidemiological models guided by machine learning.",NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Center for Disease Dynamics, Economics & Policy","SEIR_Markov_Chain_Monte_Carlo","CDDEP-SEIR_MCMC",2020-07-17 14:41:11,"County-level SEIR model forecasts of incident (weekly) cases number by fitting predicted cases to the observations.","NYTimes time-series cases and deaths data","We break down the SEIR model into 7 compartments:  Susceptible individuals (S),  Exposed individuals (E),  Contagious individuals who are asymptomatic or mildly symptomatic (C),  Infected with moderate or non-severe symptoms (I_N),  Infected with severe symptoms (I_S),  Recovered (R) and Deaths (D). 
We fit our model using the Markov Chain Monte Carlo (MCMC) sampling method in each county to estimate  the parameters set (alpha, beta, mu, h, gamma, theta, delta...). We start with the initial parameters set  from other studies and iterate the set in the model by calculating and comparing the likelihood values between  the real cases and projected cases, finally we get our best projected curve (with 95% confidence interval) which  has minimum sum of squared residuals (SSR).",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Center for Disease Dynamics, Economics & Policy","SEIR_Markov_Chain_Monte_Carlo","CDDEP-SEIR_MCMC",2020-07-15 16:25:00,"County-level SEIR model forecasts of incident (weekly) cases number by fitting predicted cases to the observations.","NYTimes time-series cases and deaths data","We break down the SEIR model into 7 compartments:  Susceptible individuals (S),  Exposed individuals (E),  Contagious individuals who are asymptomatic or mildly symptomatic (C),  Infected with moderate or non-severe symptoms (I_N),  Infected with severe symptoms (I_S),  Recovered (R) and Deaths (D). 
We fit our model using the Markov Chain Monte Carlo (MCMC) sampling method in each county to estimate  the parameters set (alpha, beta, mu, h, gamma, theta, delta...). We start with the initial parameters set  from other studies and iterate the set in the model by calculating and comparing the likelihood values between  the real cases and projected cases, finally we get our best projected curve (with 95% confidence interval) which  has minimum sum of squared residuals (SSR).",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group","Walk","CEID-Walk",2020-09-13 16:01:11,"We use a random walk model without drift. The last few observations of a target time series are used to estimate the variance in step size of the random walk.","Johns Hopkins CSSE case and death data",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
